"","Conglomerado","Anio","Estado","Municipio","Tipo_Epifita","Presencia_Troncos","Presencia_Ramas"
"235",62678,2009,"Veracruz de Ignacio de la Llave","Medellín","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"236",62878,2009,"Puebla","Tianguismanalco","Musgos","Escasa < 15%","Nula presencia"
"237",62878,2009,"Puebla","Tianguismanalco","Liquenes","Escasa < 15%","Escasa < 15%"
"238",63120,2009,"Puebla","Atlixco","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"239",63120,2009,"Puebla","Atlixco","Musgos","Escasa < 15%","Escasa < 15%"
"240",63619,2009,"Puebla","Tochimilco","Liquenes","Escasa < 15%","Escasa < 15%"
"241",63629,2009,"Puebla","Puebla","Liquenes","Escasa < 15%","Escasa < 15%"
"242",63649,2009,"Veracruz de Ignacio de la Llave","Nogales","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"243",63649,2009,"Veracruz de Ignacio de la Llave","Nogales","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"244",63649,2009,"Veracruz de Ignacio de la Llave","Nogales","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"245",63649,2009,"Veracruz de Ignacio de la Llave","Nogales","Helechos","Escasa < 15%","Escasa < 15%"
"246",63659,2009,"Veracruz de Ignacio de la Llave","Cuitlahuac","Liquenes","Escasa < 15%","Escasa < 15%"
"247",63659,2009,"Veracruz de Ignacio de la Llave","Cuitlahuac","Musgos","Escasa < 15%","Nula presencia"
"248",63659,2009,"Veracruz de Ignacio de la Llave","Cuitlahuac","Orquideas","Escasa < 15%","Nula presencia"
"249",63679,2009,"Veracruz de Ignacio de la Llave","Alvarado","Liquenes","Escasa < 15%","Nula presencia"
"250",63885,2009,"Puebla","San Diego la Mesa Tochimiltz","Liquenes","Escasa < 15%","Escasa < 15%"
"251",63910,2009,"Veracruz de Ignacio de la Llave","Tlilapan","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"252",63910,2009,"Veracruz de Ignacio de la Llave","Tlilapan","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"253",63910,2009,"Veracruz de Ignacio de la Llave","Tlilapan","Orquideas","Escasa < 15%","Escasa < 15%"
"254",63910,2009,"Veracruz de Ignacio de la Llave","Tlilapan","Helechos","Escasa < 15%","Escasa < 15%"
"255",63915,2009,"Veracruz de Ignacio de la Llave","Amatlan de los Reyes","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"256",63915,2009,"Veracruz de Ignacio de la Llave","Amatlan de los Reyes","Otras","Escasa < 15%","Nula presencia"
"257",63915,2009,"Veracruz de Ignacio de la Llave","Amatlan de los Reyes","Cactaceas","Escasa < 15%","Nula presencia"
"258",63915,2009,"Veracruz de Ignacio de la Llave","Amatlan de los Reyes","Orquideas","Abundante 15 - 40 %","Escasa < 15%"
"259",63915,2009,"Veracruz de Ignacio de la Llave","Amatlan de los Reyes","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"260",63915,2009,"Veracruz de Ignacio de la Llave","Amatlan de los Reyes","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"261",64149,2009,"Puebla","Teopantlan","Liquenes","Escasa < 15%","Escasa < 15%"
"262",64169,2009,"Veracruz de Ignacio de la Llave","Acultzingo","Musgos","Escasa < 15%","Escasa < 15%"
"263",64169,2009,"Veracruz de Ignacio de la Llave","Acultzingo","Orquideas","Escasa < 15%","Escasa < 15%"
"264",64169,2009,"Veracruz de Ignacio de la Llave","Acultzingo","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"265",64169,2009,"Veracruz de Ignacio de la Llave","Acultzingo","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"266",64169,2009,"Veracruz de Ignacio de la Llave","Acultzingo","Otras","Escasa < 15%","Escasa < 15%"
"267",64174,2009,"Veracruz de Ignacio de la Llave","Tequila","Bromeliaceas","Escasa < 15%","Nula presencia"
"268",64174,2009,"Veracruz de Ignacio de la Llave","Tequila","Helechos","Escasa < 15%","Nula presencia"
"269",64174,2009,"Veracruz de Ignacio de la Llave","Tequila","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"270",64174,2009,"Veracruz de Ignacio de la Llave","Tequila","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"271",64184,2009,"Veracruz de Ignacio de la Llave","Cuitlahuac","Musgos","Escasa < 15%","Escasa < 15%"
"272",64184,2009,"Veracruz de Ignacio de la Llave","Cuitlahuac","Liquenes","Escasa < 15%","Escasa < 15%"
"273",64184,2009,"Veracruz de Ignacio de la Llave","Cuitlahuac","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"274",64199,2009,"Veracruz de Ignacio de la Llave","Alvarado","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"275",64199,2009,"Veracruz de Ignacio de la Llave","Alvarado","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"276",64199,2009,"Veracruz de Ignacio de la Llave","Alvarado","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"277",64199,2009,"Veracruz de Ignacio de la Llave","Alvarado","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"278",64416,2009,"Puebla","San Diego la Mesa Tochimiltz","Liquenes","Escasa < 15%","Escasa < 15%"
"279",64446,2009,"Veracruz de Ignacio de la Llave","Zongolica","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"280",64446,2009,"Veracruz de Ignacio de la Llave","Zongolica","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"281",64446,2009,"Veracruz de Ignacio de la Llave","Zongolica","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"282",64471,2009,"Veracruz de Ignacio de la Llave","Alvarado","Bromeliaceas","Nula presencia","Abundante 15 - 40 %"
"283",64471,2009,"Veracruz de Ignacio de la Llave","Alvarado","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"284",64471,2009,"Veracruz de Ignacio de la Llave","Alvarado","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"285",64471,2009,"Veracruz de Ignacio de la Llave","Alvarado","Cactaceas","Nula presencia","Escasa < 15%"
"286",64678,2009,"Puebla","Cohuecan","Liquenes","Escasa < 15%","Nula presencia"
"287",64678,2009,"Puebla","Cohuecan","Musgos","Escasa < 15%","Nula presencia"
"288",64688,2009,"Puebla","Teopantlan","Liquenes","Escasa < 15%","Escasa < 15%"
"289",64708,2009,"Puebla","Nicolas Bravo","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"290",64708,2009,"Puebla","Nicolas Bravo","Liquenes","Muy Abundante > 40 %","Abundante 15 - 40 %"
"291",64708,2009,"Puebla","Nicolas Bravo","Orquideas","Escasa < 15%","Escasa < 15%"
"292",64708,2009,"Puebla","Nicolas Bravo","Helechos","Escasa < 15%","Escasa < 15%"
"293",64708,2009,"Puebla","Nicolas Bravo","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"294",64713,2009,"Veracruz de Ignacio de la Llave","Atlahuilco","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"295",64713,2009,"Veracruz de Ignacio de la Llave","Atlahuilco","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"296",64713,2009,"Veracruz de Ignacio de la Llave","Atlahuilco","Orquideas","Escasa < 15%","Escasa < 15%"
"297",64713,2009,"Veracruz de Ignacio de la Llave","Atlahuilco","Helechos","Escasa < 15%","Escasa < 15%"
"298",64713,2009,"Veracruz de Ignacio de la Llave","Atlahuilco","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"299",64718,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Otras","Escasa < 15%","Escasa < 15%"
"300",64718,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Helechos","Abundante 15 - 40 %","Escasa < 15%"
"301",64718,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Liquenes","Escasa < 15%","Nula presencia"
"302",64718,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"303",64718,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"304",64748,2009,"Veracruz de Ignacio de la Llave","Angel R. Cabada","Liquenes","Escasa < 15%","Escasa < 15%"
"305",64748,2009,"Veracruz de Ignacio de la Llave","Angel R. Cabada","Musgos","Escasa < 15%","Nula presencia"
"306",64753,2009,"Veracruz de Ignacio de la Llave","San Andres Tuxtla","Otras","Muy Abundante > 40 %","Muy Abundante > 40 %"
"307",64753,2009,"Veracruz de Ignacio de la Llave","San Andres Tuxtla","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"308",64753,2009,"Veracruz de Ignacio de la Llave","San Andres Tuxtla","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"309",64753,2009,"Veracruz de Ignacio de la Llave","San Andres Tuxtla","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"310",64753,2009,"Veracruz de Ignacio de la Llave","San Andres Tuxtla","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"311",64981,2009,"Puebla","Vicente Guerrero","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"312",64981,2009,"Puebla","Vicente Guerrero","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"313",64981,2009,"Puebla","Vicente Guerrero","Otras","Escasa < 15%","Escasa < 15%"
"314",64981,2009,"Puebla","Vicente Guerrero","Orquideas","Escasa < 15%","Escasa < 15%"
"315",64981,2009,"Puebla","Vicente Guerrero","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"316",64981,2009,"Puebla","Vicente Guerrero","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"317",64991,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"318",64991,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"319",64991,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"320",64991,2009,"Veracruz de Ignacio de la Llave","Tezonapa","Otras","Abundante 15 - 40 %","Nula presencia"
"321",65265,2009,"Veracruz de Ignacio de la Llave","Astacinga","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"322",65265,2009,"Veracruz de Ignacio de la Llave","Astacinga","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"323",65265,2009,"Veracruz de Ignacio de la Llave","Astacinga","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"324",65265,2009,"Veracruz de Ignacio de la Llave","Astacinga","Orquideas","Escasa < 15%","Escasa < 15%"
"325",65265,2009,"Veracruz de Ignacio de la Llave","Astacinga","Helechos","Escasa < 15%","Escasa < 15%"
"326",65270,2009,"Veracruz de Ignacio de la Llave","Zongolica","Bromeliaceas","Abundante 15 - 40 %","Escasa < 15%"
"327",65270,2009,"Veracruz de Ignacio de la Llave","Zongolica","Helechos","Abundante 15 - 40 %","Escasa < 15%"
"328",65270,2009,"Veracruz de Ignacio de la Llave","Zongolica","Liquenes","Abundante 15 - 40 %","Nula presencia"
"329",65270,2009,"Veracruz de Ignacio de la Llave","Zongolica","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"330",65556,2009,"Veracruz de Ignacio de la Llave","Tehuipango","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"331",65556,2009,"Veracruz de Ignacio de la Llave","Tehuipango","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"332",65556,2009,"Veracruz de Ignacio de la Llave","Tehuipango","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"333",65556,2009,"Veracruz de Ignacio de la Llave","Tehuipango","Otras","Escasa < 15%","Escasa < 15%"
"334",65556,2009,"Veracruz de Ignacio de la Llave","Tehuipango","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"335",65556,2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"336",65601,2009,"Veracruz de Ignacio de la Llave","Catemaco","Otras","Nula presencia","Escasa < 15%"
"337",65601,2009,"Veracruz de Ignacio de la Llave","Catemaco","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"338",65601,2009,"Veracruz de Ignacio de la Llave","Catemaco","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"339",65843,2009,"Puebla","Vicente Guerrero","Orquideas","Escasa < 15%","Escasa < 15%"
"340",65843,2009,"Puebla","Vicente Guerrero","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"341",65843,2009,"Puebla","Vicente Guerrero","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"342",65843,2009,"Puebla","Vicente Guerrero","Musgos","Escasa < 15%","Escasa < 15%"
"343",65848,2009,"Puebla","Eloxochitlan","Otras","Abundante 15 - 40 %","Nula presencia"
"344",65848,2009,"Puebla","Eloxochitlan","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"345",65848,2009,"Puebla","Eloxochitlan","Bromeliaceas","Escasa < 15%","Nula presencia"
"346",65848,2009,"Puebla","Eloxochitlan","Helechos","Abundante 15 - 40 %","Muy Abundante > 40 %"
"347",65848,2009,"Puebla","Eloxochitlan","Liquenes","Abundante 15 - 40 %","Nula presencia"
"348",66403,2009,"Puebla","Cuayuca de Andrade","Liquenes","Escasa < 15%","Escasa < 15%"
"349",66413,2009,"Puebla","Atexcal","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"350",66413,2009,"Puebla","Atexcal","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"351",66413,2009,"Puebla","Atexcal","Liquenes","Escasa < 15%","Escasa < 15%"
"352",66413,2009,"Puebla","Atexcal","Cactaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"353",66413,2009,"Puebla","Atexcal","Orquideas","Escasa < 15%","Escasa < 15%"
"354",66423,2009,"Puebla","Ajalpan","Liquenes","Escasa < 15%","Escasa < 15%"
"355",66423,2009,"Puebla","Ajalpan","Cactaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"356",66423,2009,"Puebla","Ajalpan","Musgos","Escasa < 15%","Escasa < 15%"
"357",66423,2009,"Puebla","Ajalpan","Orquideas","Escasa < 15%","Escasa < 15%"
"358",66423,2009,"Puebla","Ajalpan","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"359",66428,2009,"Puebla","Ajalpan","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"360",66428,2009,"Puebla","Ajalpan","Cactaceas","Escasa < 15%","Escasa < 15%"
"361",66428,2009,"Puebla","Ajalpan","Helechos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"362",66428,2009,"Puebla","Ajalpan","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"363",66428,2009,"Puebla","Ajalpan","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"364",66428,2009,"Puebla","Ajalpan","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"365",66438,2009,"Oaxaca","Acatlan de Perez Figueroa","Orquideas","Escasa < 15%","Nula presencia"
"366",66438,2009,"Oaxaca","Acatlan de Perez Figueroa","Bromeliaceas","Escasa < 15%","Nula presencia"
"367",66438,2009,"Oaxaca","Acatlan de Perez Figueroa","Musgos","Escasa < 15%","Nula presencia"
"368",66438,2009,"Oaxaca","Acatlan de Perez Figueroa","Otras","Abundante 15 - 40 %","Escasa < 15%"
"369",66438,2009,"Oaxaca","Acatlan de Perez Figueroa","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"370",66458,2009,"Veracruz de Ignacio de la Llave","Isla","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"371",66696,2009,"Puebla","Santa Ines Ahuatempan","Liquenes","Escasa < 15%","Escasa < 15%"
"372",66716,2009,"Puebla","Zoquitlan","Cactaceas","Escasa < 15%","Escasa < 15%"
"373",66716,2009,"Puebla","Zoquitlan","Liquenes","Escasa < 15%","Escasa < 15%"
"374",66716,2009,"Puebla","Zoquitlan","Musgos","Escasa < 15%","Escasa < 15%"
"375",66716,2009,"Puebla","Zoquitlan","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"376",66731,2009,"Oaxaca","San Miguel Soyaltepec","Cactaceas","Escasa < 15%","Nula presencia"
"377",66731,2009,"Oaxaca","San Miguel Soyaltepec","Bromeliaceas","Escasa < 15%","Nula presencia"
"378",66731,2009,"Oaxaca","San Miguel Soyaltepec","Liquenes","Abundante 15 - 40 %","Nula presencia"
"379",66731,2009,"Oaxaca","San Miguel Soyaltepec","Orquideas","Escasa < 15%","Nula presencia"
"380",66731,2009,"Oaxaca","San Miguel Soyaltepec","Helechos","Escasa < 15%","Nula presencia"
"381",66731,2009,"Oaxaca","San Miguel Soyaltepec","Musgos","Escasa < 15%","Abundante 15 - 40 %"
"382",66970,2009,"Puebla","Jolalpan","Liquenes","Escasa < 15%","Escasa < 15%"
"383",66970,2009,"Puebla","Jolalpan","Musgos","Escasa < 15%","Escasa < 15%"
"384",66970,2009,"Puebla","Jolalpan","Cactaceas","Escasa < 15%","Escasa < 15%"
"385",66980,2009,"Puebla","Izucar de Matamoros","Cactaceas","Escasa < 15%","Nula presencia"
"386",66980,2009,"Puebla","Izucar de Matamoros","Liquenes","Escasa < 15%","Escasa < 15%"
"387",66980,2009,"Puebla","Izucar de Matamoros","Musgos","Escasa < 15%","Escasa < 15%"
"388",66990,2009,"Puebla","Santa Ines Ahuatempan","Liquenes","Escasa < 15%","Escasa < 15%"
"389",67000,2009,"Puebla","Zapotitlan","Cactaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"390",67000,2009,"Puebla","Zapotitlan","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"391",67060,2009,"Veracruz de Ignacio de la Llave","Pajapan","Orquideas","Muy Abundante > 40 %","Escasa < 15%"
"392",67060,2009,"Veracruz de Ignacio de la Llave","Pajapan","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"393",67060,2009,"Veracruz de Ignacio de la Llave","Pajapan","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"394",67060,2009,"Veracruz de Ignacio de la Llave","Pajapan","Otras","Nula presencia","Escasa < 15%"
"395",67278,2009,"Puebla","Tehuitzingo","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"396",67278,2009,"Puebla","Tehuitzingo","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"397",67308,2009,"Puebla","Coyomeapan","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"398",67308,2009,"Puebla","Coyomeapan","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"399",67308,2009,"Puebla","Coyomeapan","Musgos","Escasa < 15%","Nula presencia"
"400",67308,2009,"Puebla","Coyomeapan","Orquideas","Escasa < 15%","Nula presencia"
"401",67308,2009,"Puebla","Coyomeapan","Helechos","Escasa < 15%","Nula presencia"
"402",67313,2009,"Oaxaca","Santa Maria Chilchotla","Musgos","Muy Abundante > 40 %","Escasa < 15%"
"403",67313,2009,"Oaxaca","Santa Maria Chilchotla","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"404",67313,2009,"Oaxaca","Santa Maria Chilchotla","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"405",67313,2009,"Oaxaca","Santa Maria Chilchotla","Helechos","Escasa < 15%","Nula presencia"
"406",67313,2009,"Oaxaca","Santa Maria Chilchotla","Orquideas","Escasa < 15%","Escasa < 15%"
"407",67318,2009,"Oaxaca","San Miguel Soyaltepec","Bromeliaceas","Escasa < 15%","Nula presencia"
"408",67318,2009,"Oaxaca","San Miguel Soyaltepec","Otras","Abundante 15 - 40 %","Escasa < 15%"
"409",67318,2009,"Oaxaca","San Miguel Soyaltepec","Helechos","Escasa < 15%","Nula presencia"
"410",67318,2009,"Oaxaca","San Miguel Soyaltepec","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"411",67318,2009,"Oaxaca","San Miguel Soyaltepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"412",67318,2009,"Oaxaca","San Miguel Soyaltepec","Orquideas","Escasa < 15%","Nula presencia"
"413",67348,2009,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"414",67348,2009,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"415",67348,2009,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","Cactaceas","Escasa < 15%","Nula presencia"
"416",67348,2009,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","Musgos","Escasa < 15%","Nula presencia"
"417",67368,2009,"Veracruz de Ignacio de la Llave","Agua Dulce","Cactaceas","Escasa < 15%","Abundante 15 - 40 %"
"418",67368,2009,"Veracruz de Ignacio de la Llave","Agua Dulce","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"419",67368,2009,"Veracruz de Ignacio de la Llave","Agua Dulce","Orquideas","Escasa < 15%","Muy Abundante > 40 %"
"420",67368,2009,"Veracruz de Ignacio de la Llave","Agua Dulce","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"421",67368,2009,"Veracruz de Ignacio de la Llave","Agua Dulce","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"422",67368,2009,"Veracruz de Ignacio de la Llave","Agua Dulce","Bromeliaceas","Escasa < 15%","Muy Abundante > 40 %"
"423",67563,2009,"Puebla","Cohetzala","Liquenes","Escasa < 15%","Escasa < 15%"
"424",67563,2009,"Puebla","Cohetzala","Musgos","Escasa < 15%","Escasa < 15%"
"425",67878,2009,"Oaxaca","Santa Maria Teopoxco","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"426",67878,2009,"Oaxaca","Santa Maria Teopoxco","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"427",67878,2009,"Oaxaca","Santa Maria Teopoxco","Helechos","Abundante 15 - 40 %","Nula presencia"
"428",67878,2009,"Oaxaca","Santa Maria Teopoxco","Orquideas","Escasa < 15%","Nula presencia"
"429",67883,2009,"Oaxaca","San Jose Tenango","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"430",67883,2009,"Oaxaca","San Jose Tenango","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"431",67883,2009,"Oaxaca","San Jose Tenango","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"432",67883,2009,"Oaxaca","San Jose Tenango","Helechos","Escasa < 15%","Nula presencia"
"433",67883,2009,"Oaxaca","San Jose Tenango","Orquideas","Escasa < 15%","Nula presencia"
"434",67923,2009,"Veracruz de Ignacio de la Llave","Soteapan","Musgos","Escasa < 15%","Escasa < 15%"
"435",67923,2009,"Veracruz de Ignacio de la Llave","Soteapan","Liquenes","Escasa < 15%","Escasa < 15%"
"436",68103,2009,"Puebla","Cohetzala","Cactaceas","Nula presencia","Escasa < 15%"
"437",68103,2009,"Puebla","Cohetzala","Liquenes","Escasa < 15%","Escasa < 15%"
"438",68103,2009,"Puebla","Cohetzala","Musgos","Escasa < 15%","Escasa < 15%"
