"","Conglomerado","Anio","Estado","Municipio","Tipo_Epifita","Presencia_Troncos","Presencia_Ramas"
"1382",74953,2009,"Oaxaca","Santa Maria Lachixío","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"1383",74953,2009,"Oaxaca","Santa Maria Lachixío","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1384",74953,2009,"Oaxaca","Santa Maria Lachixío","Helechos","Escasa < 15%","Nula presencia"
"1385",74968,2009,"Oaxaca","San Pedro Totolapa","Musgos","Escasa < 15%","Escasa < 15%"
"1386",74968,2009,"Oaxaca","San Pedro Totolapa","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1387",74968,2009,"Oaxaca","San Pedro Totolapa","Orquideas","Escasa < 15%","Escasa < 15%"
"1388",74968,2009,"Oaxaca","San Pedro Totolapa","Otras","Escasa < 15%","Escasa < 15%"
"1389",74968,2009,"Oaxaca","San Pedro Totolapa","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1390",74968,2009,"Oaxaca","San Pedro Totolapa","Cactaceas","Escasa < 15%","Escasa < 15%"
"1391",75135,2009,"Oaxaca","Santa Maria Zacatepec","Liquenes","Escasa < 15%","Escasa < 15%"
"1392",75135,2009,"Oaxaca","Santa Maria Zacatepec","Musgos","Escasa < 15%","Escasa < 15%"
"1393",75150,2009,"Oaxaca","Santiago Textitlan","Helechos","Escasa < 15%","Nula presencia"
"1394",75150,2009,"Oaxaca","Santiago Textitlan","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"1395",75150,2009,"Oaxaca","Santiago Textitlan","Orquideas","Escasa < 15%","Escasa < 15%"
"1396",75150,2009,"Oaxaca","Santiago Textitlan","Bromeliaceas","Escasa < 15%","Nula presencia"
"1397",75150,2009,"Oaxaca","Santiago Textitlan","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1398",75155,2009,"Oaxaca","Villa Sola de Vega","Helechos","Escasa < 15%","Nula presencia"
"1399",75155,2009,"Oaxaca","Villa Sola de Vega","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"1400",75155,2009,"Oaxaca","Villa Sola de Vega","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"1401",75155,2009,"Oaxaca","Villa Sola de Vega","Cactaceas","Escasa < 15%","Nula presencia"
"1402",75155,2009,"Oaxaca","Villa Sola de Vega","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1403",75155,2009,"Oaxaca","Villa Sola de Vega","Orquideas","Escasa < 15%","Escasa < 15%"
"1404",75175,2009,"Oaxaca","San Carlos Yautepec","Musgos","Escasa < 15%","Nula presencia"
"1405",75175,2009,"Oaxaca","San Carlos Yautepec","Cactaceas","Escasa < 15%","Nula presencia"
"1406",75175,2009,"Oaxaca","San Carlos Yautepec","Bromeliaceas","Escasa < 15%","Nula presencia"
"1407",75175,2009,"Oaxaca","San Carlos Yautepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1408",75185,2009,"Oaxaca","Santa Maria Totolapilla","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1409",75185,2009,"Oaxaca","Santa Maria Totolapilla","Musgos","Escasa < 15%","Abundante 15 - 40 %"
"1410",75205,2009,"Oaxaca","Santiago Niltepec","Liquenes","Escasa < 15%","Nula presencia"
"1411",75342,2009,"Oaxaca","Santa Maria Zaniza","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1412",75342,2009,"Oaxaca","Santa Maria Zaniza","Helechos","Escasa < 15%","Nula presencia"
"1413",75342,2009,"Oaxaca","Santa Maria Zaniza","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1414",75342,2009,"Oaxaca","Santa Maria Zaniza","Musgos","Abundante 15 - 40 %","Nula presencia"
"1415",75342,2009,"Oaxaca","Santa Maria Zaniza","Orquideas","Escasa < 15%","Escasa < 15%"
"1416",75352,2009,"Oaxaca","Ayoquezco de Aldama","Cactaceas","Escasa < 15%","Escasa < 15%"
"1417",75352,2009,"Oaxaca","Ayoquezco de Aldama","Orquideas","Escasa < 15%","Escasa < 15%"
"1418",75352,2009,"Oaxaca","Ayoquezco de Aldama","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1419",75352,2009,"Oaxaca","Ayoquezco de Aldama","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1420",75352,2009,"Oaxaca","Ayoquezco de Aldama","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1421",75357,2009,"Oaxaca","Ejutla de Crespo","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1422",75357,2009,"Oaxaca","Ejutla de Crespo","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1423",75357,2009,"Oaxaca","Ejutla de Crespo","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1424",75357,2009,"Oaxaca","Ejutla de Crespo","Orquideas","Escasa < 15%","Escasa < 15%"
"1425",75377,2009,"Oaxaca","Magdalena Tequisistlan","Bromeliaceas","Abundante 15 - 40 %","Escasa < 15%"
"1426",75377,2009,"Oaxaca","Magdalena Tequisistlan","Orquideas","Nula presencia","Escasa < 15%"
"1427",75377,2009,"Oaxaca","Magdalena Tequisistlan","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1428",75377,2009,"Oaxaca","Magdalena Tequisistlan","Helechos","Escasa < 15%","Escasa < 15%"
"1429",75377,2009,"Oaxaca","Magdalena Tequisistlan","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1430",75377,2009,"Oaxaca","Magdalena Tequisistlan","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1431",75517,2009,"Oaxaca","Santa Maria Ipalapa","Liquenes","Escasa < 15%","Nula presencia"
"1432",75517,2009,"Oaxaca","Santa Maria Ipalapa","Musgos","Escasa < 15%","Abundante 15 - 40 %"
"1433",75517,2009,"Oaxaca","Santa Maria Ipalapa","Orquideas","Escasa < 15%","Abundante 15 - 40 %"
"1434",75517,2009,"Oaxaca","Santa Maria Ipalapa","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"1435",75522,2009,"Oaxaca","Santiago Ixtayutla","Bromeliaceas","Abundante 15 - 40 %","Nula presencia"
"1436",75522,2009,"Oaxaca","Santiago Ixtayutla","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1437",75522,2009,"Oaxaca","Santiago Ixtayutla","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1438",75532,2009,"Oaxaca","Santo Domingo Teojomulco","Cactaceas","Nula presencia","Escasa < 15%"
"1439",75532,2009,"Oaxaca","Santo Domingo Teojomulco","Liquenes","Escasa < 15%","Escasa < 15%"
"1440",75532,2009,"Oaxaca","Santo Domingo Teojomulco","Musgos","Escasa < 15%","Escasa < 15%"
"1441",75537,2009,"Oaxaca","San Vicente Lachixio","Bromeliaceas","Abundante 15 - 40 %","Escasa < 15%"
"1442",75537,2009,"Oaxaca","San Vicente Lachixio","Helechos","Escasa < 15%","Nula presencia"
"1443",75537,2009,"Oaxaca","San Vicente Lachixio","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1444",75537,2009,"Oaxaca","San Vicente Lachixio","Orquideas","Escasa < 15%","Abundante 15 - 40 %"
"1445",75537,2009,"Oaxaca","San Vicente Lachixio","Musgos","Escasa < 15%","Abundante 15 - 40 %"
"1446",75552,2009,"Oaxaca","Santa Maria Zoquitlan","Musgos","Escasa < 15%","Escasa < 15%"
"1447",75552,2009,"Oaxaca","Santa Maria Zoquitlan","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1448",75552,2009,"Oaxaca","Santa Maria Zoquitlan","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1449",75552,2009,"Oaxaca","Santa Maria Zoquitlan","Cactaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1450",75562,2009,"Oaxaca","San Juan Lajarcia","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1451",75562,2009,"Oaxaca","San Juan Lajarcia","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1452",75562,2009,"Oaxaca","San Juan Lajarcia","Musgos","Escasa < 15%","Nula presencia"
"1453",75562,2009,"Oaxaca","San Juan Lajarcia","Cactaceas","Escasa < 15%","Nula presencia"
"1454",75567,2009,"Oaxaca","Magdalena Tequisistlan","Liquenes","Escasa < 15%","Escasa < 15%"
"1455",75567,2009,"Oaxaca","Magdalena Tequisistlan","Cactaceas","Nula presencia","Escasa < 15%"
"1456",75567,2009,"Oaxaca","Magdalena Tequisistlan","Musgos","Escasa < 15%","Escasa < 15%"
"1457",75704,2009,"Oaxaca","San Juan Colorado","Musgos","Escasa < 15%","Escasa < 15%"
"1458",75704,2009,"Oaxaca","San Juan Colorado","Bromeliaceas","Nula presencia","Escasa < 15%"
"1459",75704,2009,"Oaxaca","San Juan Colorado","Liquenes","Escasa < 15%","Escasa < 15%"
"1460",75709,2009,"Oaxaca","Santiago Ixtayutla","Orquideas","Escasa < 15%","Nula presencia"
"1461",75709,2009,"Oaxaca","Santiago Ixtayutla","Liquenes","Escasa < 15%","Escasa < 15%"
"1462",75714,2009,"Oaxaca","Santa Cruz Zenzontepec","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1463",75714,2009,"Oaxaca","Santa Cruz Zenzontepec","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1464",75719,2009,"Oaxaca","San Lorenzo Texmelucan","Liquenes","Abundante 15 - 40 %","Nula presencia"
"1465",75719,2009,"Oaxaca","San Lorenzo Texmelucan","Orquideas","Escasa < 15%","Nula presencia"
"1466",75887,2009,"Oaxaca","Santiago Ixtayutla","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1467",75887,2009,"Oaxaca","Santiago Ixtayutla","Orquideas","Nula presencia","Escasa < 15%"
"1468",75887,2009,"Oaxaca","Santiago Ixtayutla","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1469",75887,2009,"Oaxaca","Santiago Ixtayutla","Bromeliaceas","Nula presencia","Escasa < 15%"
"1470",75897,2009,"Oaxaca","San Jacinto Tlacotepec","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1471",75897,2009,"Oaxaca","San Jacinto Tlacotepec","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1472",75897,2009,"Oaxaca","San Jacinto Tlacotepec","Bromeliaceas","Nula presencia","Escasa < 15%"
"1473",75902,2009,"Oaxaca","Villa Sola de Vega","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1474",75902,2009,"Oaxaca","Villa Sola de Vega","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1475",75902,2009,"Oaxaca","Villa Sola de Vega","Helechos","Escasa < 15%","Escasa < 15%"
"1476",75902,2009,"Oaxaca","Villa Sola de Vega","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1477",75902,2009,"Oaxaca","Villa Sola de Vega","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1478",75907,2009,"Oaxaca","San Francisco Sola","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1479",75907,2009,"Oaxaca","San Francisco Sola","Liquenes","Escasa < 15%","Muy Abundante > 40 %"
"1480",75907,2009,"Oaxaca","San Francisco Sola","Musgos","Escasa < 15%","Muy Abundante > 40 %"
"1481",75907,2009,"Oaxaca","San Francisco Sola","Otras","Nula presencia","Escasa < 15%"
"1482",75912,2009,"Oaxaca","Coatecas Altas","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1483",75912,2009,"Oaxaca","Coatecas Altas","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1484",75922,2009,"Oaxaca","San Carlos Yautepec","Orquideas","Escasa < 15%","Escasa < 15%"
"1485",75922,2009,"Oaxaca","San Carlos Yautepec","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1486",75922,2009,"Oaxaca","San Carlos Yautepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1487",75922,2009,"Oaxaca","San Carlos Yautepec","Musgos","Escasa < 15%","Escasa < 15%"
"1488",75927,2009,"Oaxaca","San Carlos Yautepec","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"1489",75927,2009,"Oaxaca","San Carlos Yautepec","Musgos","Escasa < 15%","Nula presencia"
"1490",75927,2009,"Oaxaca","San Carlos Yautepec","Cactaceas","Escasa < 15%","Nula presencia"
"1491",75932,2009,"Oaxaca","Magdalena Tequisistlan","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"1492",75932,2009,"Oaxaca","Magdalena Tequisistlan","Otras","Escasa < 15%","Abundante 15 - 40 %"
"1493",75942,2009,"Oaxaca","Santa Maria Mixtequilla","Liquenes","Escasa < 15%","Escasa < 15%"
"1494",75952,2009,"Oaxaca","San Dionisio del Mar","Cactaceas","Nula presencia","Escasa < 15%"
"1495",75952,2009,"Oaxaca","San Dionisio del Mar","Liquenes","Escasa < 15%","Nula presencia"
"1496",75952,2009,"Oaxaca","San Dionisio del Mar","Orquideas","Escasa < 15%","Escasa < 15%"
"1497",75952,2009,"Oaxaca","San Dionisio del Mar","Bromeliaceas","Nula presencia","Escasa < 15%"
"1498",76067,2009,"Oaxaca","San Agustin Chayuco","Liquenes","Escasa < 15%","Escasa < 15%"
"1499",76067,2009,"Oaxaca","San Agustin Chayuco","Musgos","Nula presencia","Escasa < 15%"
"1500",76077,2009,"Oaxaca","Santiago Minas","Helechos","Escasa < 15%","Nula presencia"
"1501",76077,2009,"Oaxaca","Santiago Minas","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1502",76077,2009,"Oaxaca","Santiago Minas","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"1503",76077,2009,"Oaxaca","Santiago Minas","Orquideas","Escasa < 15%","Escasa < 15%"
"1504",76077,2009,"Oaxaca","Santiago Minas","Musgos","Abundante 15 - 40 %","Nula presencia"
"1505",76082,2009,"Oaxaca","Villa Sola de Vega","Cactaceas","Escasa < 15%","Escasa < 15%"
"1506",76082,2009,"Oaxaca","Villa Sola de Vega","Bromeliaceas","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1507",76082,2009,"Oaxaca","Villa Sola de Vega","Orquideas","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1508",76082,2009,"Oaxaca","Villa Sola de Vega","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1509",76082,2009,"Oaxaca","Villa Sola de Vega","Helechos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1510",76082,2009,"Oaxaca","Villa Sola de Vega","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1511",76097,2009,"Oaxaca","San Jose Lachiguiri","Musgos","Escasa < 15%","Escasa < 15%"
"1512",76097,2009,"Oaxaca","San Jose Lachiguiri","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1513",76097,2009,"Oaxaca","San Jose Lachiguiri","Cactaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1514",76097,2009,"Oaxaca","San Jose Lachiguiri","Liquenes","Escasa < 15%","Escasa < 15%"
"1515",76102,2009,"Oaxaca","San Carlos Yautepec","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1516",76102,2009,"Oaxaca","San Carlos Yautepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1517",76102,2009,"Oaxaca","San Carlos Yautepec","Musgos","Escasa < 15%","Nula presencia"
"1518",76240,2009,"Oaxaca","San Agustin Chayuco","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1519",76240,2009,"Oaxaca","San Agustin Chayuco","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1520",76255,2009,"Oaxaca","Villa Sola de Vega","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1521",76255,2009,"Oaxaca","Villa Sola de Vega","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"1522",76255,2009,"Oaxaca","Villa Sola de Vega","Helechos","Escasa < 15%","Escasa < 15%"
"1523",76255,2009,"Oaxaca","Villa Sola de Vega","Liquenes","Abundante 15 - 40 %","Muy Abundante > 40 %"
"1524",76255,2009,"Oaxaca","Villa Sola de Vega","Orquideas","Escasa < 15%","Escasa < 15%"
"1525",76260,2009,"Oaxaca","Villa Sola de Vega","Cactaceas","Escasa < 15%","Escasa < 15%"
"1526",76260,2009,"Oaxaca","Villa Sola de Vega","Musgos","Escasa < 15%","Escasa < 15%"
"1527",76260,2009,"Oaxaca","Villa Sola de Vega","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1528",76260,2009,"Oaxaca","Villa Sola de Vega","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1529",76260,2009,"Oaxaca","Villa Sola de Vega","Helechos","Escasa < 15%","Escasa < 15%"
"1530",76270,2009,"Oaxaca","San Luis Amatlan","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1531",76270,2009,"Oaxaca","San Luis Amatlan","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1532",76270,2009,"Oaxaca","San Luis Amatlan","Musgos","Escasa < 15%","Escasa < 15%"
"1533",76270,2009,"Oaxaca","San Luis Amatlan","Orquideas","Escasa < 15%","Escasa < 15%"
"1534",76270,2009,"Oaxaca","San Luis Amatlan","Cactaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1535",76275,2009,"Oaxaca","San Carlos Yautepec","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1536",76275,2009,"Oaxaca","San Carlos Yautepec","Liquenes","Escasa < 15%","Escasa < 15%"
"1537",76275,2009,"Oaxaca","San Carlos Yautepec","Musgos","Escasa < 15%","Escasa < 15%"
"1538",76290,2009,"Oaxaca","Santo Domingo Tehuantepec","Liquenes","Escasa < 15%","Escasa < 15%"
"1539",76290,2009,"Oaxaca","Santo Domingo Tehuantepec","Musgos","Escasa < 15%","Escasa < 15%"
"1540",76405,2009,"Oaxaca","Santiago Jamiltepec","Orquideas","Escasa < 15%","Escasa < 15%"
"1541",76405,2009,"Oaxaca","Santiago Jamiltepec","Liquenes","Nula presencia","Escasa < 15%"
"1542",76405,2009,"Oaxaca","Santiago Jamiltepec","Musgos","Escasa < 15%","Escasa < 15%"
"1543",76410,2009,"Oaxaca","Santa Cruz Zenzontepec","Liquenes","Escasa < 15%","Escasa < 15%"
"1544",76410,2009,"Oaxaca","Santa Cruz Zenzontepec","Musgos","Nula presencia","Escasa < 15%"
"1545",76425,2009,"Oaxaca","San Vicente Coatlan","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1546",76425,2009,"Oaxaca","San Vicente Coatlan","Otras","Nula presencia","Abundante 15 - 40 %"
"1547",76425,2009,"Oaxaca","San Vicente Coatlan","Bromeliaceas","Nula presencia","Muy Abundante > 40 %"
"1548",76425,2009,"Oaxaca","San Vicente Coatlan","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1549",76440,2009,"Oaxaca","San Carlos Yautepec","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1550",76440,2009,"Oaxaca","San Carlos Yautepec","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1551",76440,2009,"Oaxaca","San Carlos Yautepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1552",76440,2009,"Oaxaca","San Carlos Yautepec","Orquideas","Escasa < 15%","Escasa < 15%"
"1553",76450,2009,"Oaxaca","Magdalena Tequisistlan","Liquenes","Escasa < 15%","Escasa < 15%"
"1554",76546,2009,"Oaxaca","Santiago Pinotepa Nacional","Bromeliaceas","Nula presencia","Escasa < 15%"
"1555",76546,2009,"Oaxaca","Santiago Pinotepa Nacional","Musgos","Escasa < 15%","Nula presencia"
"1556",76546,2009,"Oaxaca","Santiago Pinotepa Nacional","Liquenes","Escasa < 15%","Nula presencia"
"1557",76556,2009,"Oaxaca","Santiago Tetepec","Liquenes","Escasa < 15%","Escasa < 15%"
"1558",76561,2009,"Oaxaca","San Juan Quiahije","Liquenes","Escasa < 15%","Escasa < 15%"
"1559",76561,2009,"Oaxaca","San Juan Quiahije","Bromeliaceas","Escasa < 15%","Nula presencia"
"1560",76566,2009,"Oaxaca","Santa Catarina Juquila","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1561",76566,2009,"Oaxaca","Santa Catarina Juquila","Musgos","Escasa < 15%","Nula presencia"
"1562",76566,2009,"Oaxaca","Santa Catarina Juquila","Helechos","Escasa < 15%","Nula presencia"
"1563",76566,2009,"Oaxaca","Santa Catarina Juquila","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1564",76566,2009,"Oaxaca","Santa Catarina Juquila","Orquideas","Escasa < 15%","Escasa < 15%"
"1565",76576,2009,"Oaxaca","Santa Ana","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1566",76576,2009,"Oaxaca","Santa Ana","Musgos","Escasa < 15%","Nula presencia"
"1567",76576,2009,"Oaxaca","Santa Ana","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"1568",76576,2009,"Oaxaca","Santa Ana","Orquideas","Escasa < 15%","Nula presencia"
"1569",76591,2009,"Oaxaca","Santa Maria Quiegolani","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1570",76591,2009,"Oaxaca","Santa Maria Quiegolani","Otras","Nula presencia","Abundante 15 - 40 %"
"1571",76591,2009,"Oaxaca","Santa Maria Quiegolani","Bromeliaceas","Nula presencia","Abundante 15 - 40 %"
"1572",76591,2009,"Oaxaca","Santa Maria Quiegolani","Helechos","Nula presencia","Escasa < 15%"
"1573",76591,2009,"Oaxaca","Santa Maria Quiegolani","Musgos","Escasa < 15%","Abundante 15 - 40 %"
"1574",76596,2009,"Oaxaca","Asuncion Tlacolulita","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1575",76596,2009,"Oaxaca","Asuncion Tlacolulita","Musgos","Escasa < 15%","Nula presencia"
"1576",76596,2009,"Oaxaca","Asuncion Tlacolulita","Cactaceas","Nula presencia","Escasa < 15%"
"1577",76596,2009,"Oaxaca","Asuncion Tlacolulita","Bromeliaceas","Nula presencia","Escasa < 15%"
"1578",76606,2009,"Oaxaca","Santo Domingo Tehuantepec","Musgos","Escasa < 15%","Escasa < 15%"
"1579",76606,2009,"Oaxaca","Santo Domingo Tehuantepec","Helechos","Escasa < 15%","Escasa < 15%"
"1580",76606,2009,"Oaxaca","Santo Domingo Tehuantepec","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1581",76606,2009,"Oaxaca","Santo Domingo Tehuantepec","Cactaceas","Nula presencia","Escasa < 15%"
"1582",76621,2009,"Oaxaca","San Francisco del Mar","Cactaceas","Nula presencia","Escasa < 15%"
"1583",76621,2009,"Oaxaca","San Francisco del Mar","Liquenes","Nula presencia","Escasa < 15%"
"1584",76683,2009,"Oaxaca","Santiago Tapextla","Liquenes","Escasa < 15%","Nula presencia"
"1585",76683,2009,"Oaxaca","Santiago Tapextla","Musgos","Escasa < 15%","Nula presencia"
"1586",76703,2009,"Oaxaca","Tataltepec de Valdes","Liquenes","Escasa < 15%","Nula presencia"
"1587",76708,2009,"Oaxaca","San Juan Quiahije","Bromeliaceas","Escasa < 15%","Nula presencia"
"1588",76708,2009,"Oaxaca","San Juan Quiahije","Liquenes","Escasa < 15%","Escasa < 15%"
"1589",76708,2009,"Oaxaca","San Juan Quiahije","Musgos","Escasa < 15%","Escasa < 15%"
"1590",76713,2009,"Oaxaca","San Juan Lachao","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1591",76713,2009,"Oaxaca","San Juan Lachao","Musgos","Escasa < 15%","Nula presencia"
"1592",76713,2009,"Oaxaca","San Juan Lachao","Orquideas","Escasa < 15%","Escasa < 15%"
"1593",76713,2009,"Oaxaca","San Juan Lachao","Liquenes","Abundante 15 - 40 %","Muy Abundante > 40 %"
"1594",76718,2009,"Oaxaca","San Jeronimo Coatlan","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1595",76718,2009,"Oaxaca","San Jeronimo Coatlan","Orquideas","Escasa < 15%","Escasa < 15%"
"1596",76718,2009,"Oaxaca","San Jeronimo Coatlan","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1597",76718,2009,"Oaxaca","San Jeronimo Coatlan","Cactaceas","Escasa < 15%","Escasa < 15%"
"1598",76718,2009,"Oaxaca","San Jeronimo Coatlan","Musgos","Escasa < 15%","Abundante 15 - 40 %"
"1599",76718,2009,"Oaxaca","San Jeronimo Coatlan","Otras","Escasa < 15%","Escasa < 15%"
"1600",76723,2009,"Oaxaca","Miahuatlan de Porfirio Díaz","Bromeliaceas","Escasa < 15%","Muy Abundante > 40 %"
"1601",76723,2009,"Oaxaca","Miahuatlan de Porfirio Díaz","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1602",76723,2009,"Oaxaca","Miahuatlan de Porfirio Díaz","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1603",76723,2009,"Oaxaca","Miahuatlan de Porfirio Díaz","Otras","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1604",76728,2009,"Oaxaca","San Sebastian Rio Hondo","Musgos","Escasa < 15%","Abundante 15 - 40 %"
"1605",76728,2009,"Oaxaca","San Sebastian Rio Hondo","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"1606",76728,2009,"Oaxaca","San Sebastian Rio Hondo","Otras","Escasa < 15%","Abundante 15 - 40 %"
"1607",76820,2009,"Oaxaca","Santa Maria Huazolotitlán","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1608",76820,2009,"Oaxaca","Santa Maria Huazolotitlán","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1609",76825,2009,"Oaxaca","Santiago Jamiltepec","Liquenes","Escasa < 15%","Escasa < 15%"
"1610",76830,2009,"Oaxaca","Villa de Tututepec de Melcho","Liquenes","Escasa < 15%","Escasa < 15%"
"1611",76835,2009,"Oaxaca","Santiago Yaitepec","Helechos","Escasa < 15%","Escasa < 15%"
"1612",76835,2009,"Oaxaca","Santiago Yaitepec","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1613",76835,2009,"Oaxaca","Santiago Yaitepec","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"1614",76835,2009,"Oaxaca","Santiago Yaitepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1615",76840,2009,"Oaxaca","San Jeronimo Coatlan","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1616",76840,2009,"Oaxaca","San Jeronimo Coatlan","Helechos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1617",76840,2009,"Oaxaca","San Jeronimo Coatlan","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1618",76840,2009,"Oaxaca","San Jeronimo Coatlan","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1619",76840,2009,"Oaxaca","San Jeronimo Coatlan","Bromeliaceas","Muy Abundante > 40 %","Muy Abundante > 40 %"
"1620",76840,2009,"Oaxaca","San Jeronimo Coatlan","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"1621",76845,2009,"Oaxaca","San Pablo Coatlan","Bromeliaceas","Abundante 15 - 40 %","Escasa < 15%"
"1622",76845,2009,"Oaxaca","San Pablo Coatlan","Musgos","Escasa < 15%","Nula presencia"
"1623",76845,2009,"Oaxaca","San Pablo Coatlan","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
