"","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"160","diam_class:succ","1:s3","5:s3",0,0.225305248625083,0.0456281242270752,0.404982373023091,0.00177,"**"
"161","diam_class:succ","1:s3","6:s3",0,0.457578154326099,0.287726999253184,0.627429309399015,3.43e-10,"****"
"162","diam_class:succ","2:s3","3:s3",0,0.0291359632679612,-0.131690006807394,0.189961933343316,1,"ns"
"163","diam_class:succ","2:s3","4:s3",0,0.0670260195139224,-0.0983741127869352,0.23242615181478,0.995,"ns"
"164","diam_class:succ","2:s3","5:s3",0,0.131571406993817,-0.0439041124311874,0.307046926418821,0.435,"ns"
"165","diam_class:succ","2:s3","6:s3",0,0.363844312694833,0.198444180393975,0.52924444499569,3.51e-10,"****"
"166","diam_class:succ","3:s3","4:s3",0,0.0378900562459612,-0.127510076054896,0.203290188546819,1,"ns"
"167","diam_class:succ","3:s3","5:s3",0,0.102435443725855,-0.0730400756991486,0.277910963150859,0.846,"ns"
"168","diam_class:succ","3:s3","6:s3",0,0.334708349426872,0.169308217126014,0.500108481727729,9.09e-10,"****"
"169","diam_class:succ","4:s3","5:s3",0,0.0645453874798941,-0.115131736918114,0.244222511877902,0.999,"ns"
"170","diam_class:succ","4:s3","6:s3",0,0.29681829318091,0.126967138107995,0.466669448253826,2.5e-07,"****"
"171","diam_class:succ","5:s3","6:s3",0,0.232272905701016,0.0525957813030084,0.411950030099024,0.000982,"***"
